what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1348423166547
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348423168907
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348423180237
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348423205618
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1348423207212
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348423211475
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348423215654
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348423224454
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348423229955
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348423238471
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348423250486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348423265942
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348423276464
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1348423278972
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1348423297978
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.textStart",1348423335346
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1348423343042
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348423345675
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348423352514
